latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.29709,95.03678,344.94,0.34,0.56,2023-02-12,06:20,N,nominal,2.0NRT,307.72,1.98,D
19.39863,101.04545,342.34,0.44,0.38,2023-02-12,06:20,N,nominal,2.0NRT,298.83,10.11,D
18.72813,97.24284,340.83,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,304.06,10.85,D
18.72731,97.23845,340.75,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,302.24,8.96,D
19.37527,100.88287,331.39,0.44,0.39,2023-02-12,06:20,N,low,2.0NRT,305.96,3.5,D
19.3788,100.88222,333.25,0.44,0.39,2023-02-12,06:20,N,low,2.0NRT,304.5,5.31,D
19.37776,100.87883,334.65,0.44,0.39,2023-02-12,06:20,N,nominal,2.0NRT,306.21,7.55,D
18.72717,97.23957,349.28,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,304.59,6.94,D
18.73166,97.2392,332.3,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,302.37,6.94,D
18.35333,95.34768,335.69,0.32,0.55,2023-02-12,06:20,N,nominal,2.0NRT,310.24,1.97,D
19.45917,101.23005,339.18,0.43,0.38,2023-02-12,06:20,N,low,2.0NRT,312.34,26.7,D
18.2948,95.03884,331.49,0.34,0.56,2023-02-12,06:20,N,low,2.0NRT,305.8,2.49,D
19.58227,101.92999,336.86,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,308.91,5.12,D
19.57787,101.90304,332.69,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,304.33,2.96,D
18.45871,95.78897,352.84,0.6,0.53,2023-02-12,06:20,N,nominal,2.0NRT,309.03,9.97,D
18.46354,95.78795,332.84,0.6,0.53,2023-02-12,06:20,N,low,2.0NRT,304.53,9.97,D
19.52542,101.54174,330.67,0.42,0.38,2023-02-12,06:20,N,nominal,2.0NRT,300.02,2.91,D
18.76445,97.26756,332.58,0.47,0.48,2023-02-12,06:20,N,low,2.0NRT,304.03,2.96,D
18.76369,97.2636,331.31,0.47,0.48,2023-02-12,06:20,N,nominal,2.0NRT,303.02,2.96,D
19.12692,99.19314,340.17,0.54,0.42,2023-02-12,06:20,N,nominal,2.0NRT,307.83,6.61,D
19.19407,99.54666,331.95,0.52,0.41,2023-02-12,06:20,N,low,2.0NRT,302.13,4.06,D
18.32547,95.0069,345.96,0.34,0.56,2023-02-12,06:20,N,nominal,2.0NRT,304.15,3.58,D
19.54179,101.55511,343.52,0.42,0.38,2023-02-12,06:20,N,nominal,2.0NRT,312.92,18.6,D
19.54525,101.55467,334.05,0.42,0.38,2023-02-12,06:20,N,nominal,2.0NRT,300.11,18.6,D
19.14244,99.19055,333.59,0.54,0.42,2023-02-12,06:20,N,nominal,2.0NRT,306.08,2.55,D
19.47039,101.03987,331.02,0.44,0.38,2023-02-12,06:20,N,nominal,2.0NRT,302.13,2.16,D
19.61725,101.90884,351.92,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,306.97,19.97,D
19.30993,100.07587,345.35,0.48,0.4,2023-02-12,06:20,N,nominal,2.0NRT,307.22,4.29,D
19.49388,101.13731,342.77,0.43,0.38,2023-02-12,06:20,N,nominal,2.0NRT,312.46,6.83,D
19.35454,100.313,335.76,0.47,0.4,2023-02-12,06:20,N,nominal,2.0NRT,303.4,5.13,D
19.3201,100.06891,342.65,0.48,0.4,2023-02-12,06:20,N,nominal,2.0NRT,307.64,11.27,D
18.8576,97.44945,343.38,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,308.64,5.12,D
19.33499,100.08936,338.51,0.48,0.4,2023-02-12,06:20,N,nominal,2.0NRT,306.74,4.73,D
19.33422,100.08492,347.77,0.48,0.4,2023-02-12,06:20,N,nominal,2.0NRT,307.71,4.73,D
18.86208,97.44945,344.67,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,307.28,5.12,D
18.86726,97.45317,332.91,0.46,0.47,2023-02-12,06:20,N,low,2.0NRT,304.25,6.69,D
18.86647,97.44897,344.19,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,305.03,5.37,D
19.37666,100.24498,353.41,0.47,0.4,2023-02-12,06:20,N,nominal,2.0NRT,307.9,27.85,D
19.35037,100.09067,330.03,0.48,0.4,2023-02-12,06:20,N,low,2.0NRT,304.72,4.14,D
19.62295,101.7062,330.18,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,304.24,1.37,D
19.35098,100.07214,332.6,0.48,0.4,2023-02-12,06:20,N,low,2.0NRT,306.42,1.42,D
22.54462,97.46956,345.92,0.4,0.44,2023-02-12,06:20,N,nominal,2.0NRT,304.8,5.91,D
22.45278,96.98401,342.26,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,308.91,3.37,D
22.73197,98.46567,331.5,0.52,0.42,2023-02-12,06:20,N,nominal,2.0NRT,300.04,4.39,D
22.72929,98.45081,337.02,0.52,0.42,2023-02-12,06:20,N,nominal,2.0NRT,306.56,10.34,D
22.72848,98.44634,338.06,0.52,0.42,2023-02-12,06:20,N,nominal,2.0NRT,301.21,10.34,D
22.52968,97.36758,332.26,0.4,0.44,2023-02-12,06:20,N,nominal,2.0NRT,301.71,3.42,D
22.45451,96.9704,346.13,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,308.27,5.25,D
22.73312,98.45024,332.94,0.52,0.42,2023-02-12,06:20,N,nominal,2.0NRT,298.98,10.34,D
22.7323,98.44573,329.9,0.52,0.42,2023-02-12,06:20,N,nominal,2.0NRT,302.55,10.34,D
22.53443,97.37041,333.87,0.4,0.44,2023-02-12,06:20,N,nominal,2.0NRT,302.93,4.65,D
21.85547,93.95844,332.08,0.33,0.56,2023-02-12,06:20,N,low,2.0NRT,304.32,4.77,D
22.73609,98.44487,346.35,0.52,0.42,2023-02-12,06:20,N,nominal,2.0NRT,294.93,8.35,D
21.85772,93.94377,329.22,0.34,0.56,2023-02-12,06:20,N,nominal,2.0NRT,302.53,1.8,D
23.32261,101.82968,334.39,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,304.17,4,D
22.49395,97.04176,342.16,0.42,0.45,2023-02-12,06:20,N,nominal,2.0NRT,310.62,6.28,D
22.06671,94.95863,334.76,0.57,0.52,2023-02-12,06:20,N,nominal,2.0NRT,308.26,3,D
22.49479,97.04173,343.05,0.42,0.45,2023-02-12,06:20,N,nominal,2.0NRT,310.4,5.52,D
22.61319,97.56734,351.34,0.39,0.44,2023-02-12,06:20,N,nominal,2.0NRT,303.75,12.62,D
22.66988,97.84483,336.51,0.56,0.43,2023-02-12,06:20,N,low,2.0NRT,309.14,12.68,D
22.52178,97.06976,332.25,0.42,0.45,2023-02-12,06:20,N,low,2.0NRT,305.63,1.77,D
21.91916,94.12132,336.42,0.33,0.55,2023-02-12,06:20,N,nominal,2.0NRT,303.88,1.18,D
22.62396,97.58024,347.39,0.39,0.44,2023-02-12,06:20,N,nominal,2.0NRT,304.23,4.99,D
22.61086,97.48939,334.36,0.39,0.44,2023-02-12,06:20,N,nominal,2.0NRT,303.57,5.67,D
23.26213,99.85458,326.65,0.44,0.39,2023-02-12,06:20,N,nominal,2.0NRT,300.16,2.8,D
22.44256,95.48401,339.74,0.52,0.5,2023-02-12,06:20,N,nominal,2.0NRT,308.29,3.67,D
22.54762,95.93485,341.39,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307.41,8.76,D
22.28422,94.62078,332.35,0.6,0.53,2023-02-12,06:20,N,nominal,2.0NRT,306.11,3.83,D
22.16448,94.05191,329.49,0.33,0.55,2023-02-12,06:20,N,low,2.0NRT,302.64,2.25,D
22.51917,95.74615,343.51,0.5,0.49,2023-02-12,06:20,N,nominal,2.0NRT,310.13,4.13,D
22.16946,94.05058,331.5,0.33,0.55,2023-02-12,06:20,N,low,2.0NRT,305.01,2.25,D
23.49934,101.11929,330.99,0.4,0.37,2023-02-12,06:20,N,nominal,2.0NRT,296.6,2.92,D
22.52365,95.74512,343.38,0.5,0.49,2023-02-12,06:20,N,nominal,2.0NRT,310.61,13.85,D
22.52268,95.74026,336.81,0.5,0.49,2023-02-12,06:20,N,low,2.0NRT,308.44,6.86,D
22.17447,94.04943,348,0.33,0.55,2023-02-12,06:20,N,nominal,2.0NRT,305.5,3.2,D
23.50267,101.11842,329.93,0.4,0.37,2023-02-12,06:20,N,nominal,2.0NRT,292.6,2.92,D
22.89919,97.64297,342.56,0.38,0.43,2023-02-12,06:20,N,nominal,2.0NRT,305.5,3.67,D
22.51501,95.65501,338.98,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,308.39,4.41,D
22.5081,95.62046,334.16,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,305.81,4.97,D
22.18513,94.05006,336.86,0.33,0.55,2023-02-12,06:20,N,nominal,2.0NRT,304.97,3.55,D
22.18388,94.04413,333.77,0.33,0.55,2023-02-12,06:20,N,low,2.0NRT,304.79,3.1,D
23.58925,101.59087,332.15,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,302.45,1.64,D
22.83797,97.27197,333.55,0.4,0.44,2023-02-12,06:20,N,nominal,2.0NRT,297.66,4.38,D
22.53008,95.63607,340.15,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,306.84,6.37,D
22.41439,95.06002,342.1,0.56,0.51,2023-02-12,06:20,N,nominal,2.0NRT,308.44,3.97,D
22.64334,96.18796,330.78,0.47,0.48,2023-02-12,06:20,N,nominal,2.0NRT,303.54,2.94,D
22.5424,95.67439,338.06,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,308.5,2.49,D
22.60248,95.93192,341.51,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,309.07,2.48,D
22.63069,96.05276,336.75,0.48,0.48,2023-02-12,06:20,N,low,2.0NRT,311.62,6.27,D
22.6069,95.93089,337.97,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307,3.11,D
22.53239,95.5525,342.77,0.52,0.5,2023-02-12,06:20,N,nominal,2.0NRT,308.71,6.11,D
23.1464,96.6059,340.87,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,302.43,6.42,D
23.54354,98.72507,330.15,0.49,0.41,2023-02-12,06:20,N,nominal,2.0NRT,298.49,2.7,D
23.1506,96.605,343.38,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,305.13,6.42,D
23.14565,96.5793,341.2,0.44,0.46,2023-02-12,06:20,N,nominal,2.0NRT,305.04,5.11,D
22.98984,95.78238,334.18,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,309.16,2.03,D
23.15068,96.58267,331.65,0.44,0.46,2023-02-12,06:20,N,low,2.0NRT,303.47,3.61,D
23.00568,95.76884,348.97,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,307.32,5.3,D
23.90399,100.68317,337.16,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,298.49,3.08,D
23.90332,100.67905,327.56,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,299.31,3.12,D
24.09947,101.87981,329.17,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,297.2,1.77,D
23.90739,100.68251,326.24,0.41,0.37,2023-02-12,06:20,N,nominal,2.0NRT,299.52,3.08,D
23.57241,98.68513,327.21,0.49,0.41,2023-02-12,06:20,N,nominal,2.0NRT,293.49,2.57,D
23.00776,95.76659,343.39,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,308.22,5.45,D
23.43379,97.91556,325.03,0.54,0.42,2023-02-12,06:20,N,nominal,2.0NRT,298.24,1.03,D
24.13076,101.9297,346.1,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,299.01,5.62,D
23.43766,97.91477,329.89,0.54,0.42,2023-02-12,06:20,N,nominal,2.0NRT,298.71,1.76,D
23.51884,98.32964,333.49,0.52,0.41,2023-02-12,06:20,N,nominal,2.0NRT,299.91,4.87,D
22.92936,95.31645,333.97,0.52,0.5,2023-02-12,06:20,N,nominal,2.0NRT,306.6,2.08,D
23.03597,95.81426,338.93,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,308.34,4.91,D
23.4511,97.90073,334.61,0.55,0.42,2023-02-12,06:20,N,nominal,2.0NRT,303.59,4.16,D
22.91244,95.16489,343.36,0.54,0.51,2023-02-12,06:20,N,nominal,2.0NRT,307.91,10.86,D
23.43083,97.77092,327.39,0.55,0.43,2023-02-12,06:20,N,nominal,2.0NRT,296.22,2.51,D
22.95691,95.35757,347.5,0.52,0.5,2023-02-12,06:20,N,nominal,2.0NRT,307.58,11.52,D
22.91811,95.16898,340.47,0.54,0.51,2023-02-12,06:20,N,nominal,2.0NRT,303.3,10.86,D
22.91704,95.16383,344.69,0.54,0.51,2023-02-12,06:20,N,nominal,2.0NRT,307.02,10.86,D
23.90766,100.43183,334.9,0.42,0.37,2023-02-12,06:20,N,nominal,2.0NRT,301.4,6.98,D
23.12156,96.12674,353.26,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,311.4,19.63,D
22.9344,95.15438,349.69,0.54,0.51,2023-02-12,06:20,N,nominal,2.0NRT,305.2,10.23,D
23.59496,98.51187,330.73,0.5,0.41,2023-02-12,06:20,N,nominal,2.0NRT,303.46,5.1,D
23.10953,95.92892,341.16,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,309.54,4.27,D
23.12447,95.93512,340.6,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307.18,3.66,D
23.10679,95.82251,342.61,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,309.33,12.24,D
24.14916,101.63589,347.09,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,305.73,6.42,D
23.43535,97.48906,338.12,0.38,0.43,2023-02-12,06:20,N,nominal,2.0NRT,295.5,6.91,D
23.21992,96.35401,333.26,0.45,0.47,2023-02-12,06:20,N,nominal,2.0NRT,301.48,2.91,D
23.11705,95.78107,343.02,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307.15,3.17,D
23.10574,95.72373,332.32,0.49,0.49,2023-02-12,06:20,N,low,2.0NRT,305.75,2.04,D
23.1048,95.71897,330.64,0.49,0.49,2023-02-12,06:20,N,low,2.0NRT,305.54,2.79,D
23.63239,98.50457,330.12,0.5,0.41,2023-02-12,06:20,N,nominal,2.0NRT,300.09,4.13,D
23.13896,95.86915,340.86,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307.36,3.53,D
23.12147,95.78008,341.97,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307.06,4.13,D
23.11018,95.72276,332.86,0.49,0.49,2023-02-12,06:20,N,low,2.0NRT,305.89,2.97,D
23.63611,98.50371,337.61,0.5,0.41,2023-02-12,06:20,N,nominal,2.0NRT,297.84,4.13,D
23.63563,98.501,336.16,0.5,0.41,2023-02-12,06:20,N,nominal,2.0NRT,295.86,8.58,D
23.13773,95.87094,333.16,0.48,0.48,2023-02-12,06:20,N,low,2.0NRT,306.65,2.81,D
23.13677,95.86626,336.72,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,305.77,2.81,D
23.11962,95.78217,330.92,0.49,0.48,2023-02-12,06:20,N,low,2.0NRT,304.92,4.82,D
23.11867,95.77748,345.58,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,308.78,6.59,D
23.10697,95.72028,348.27,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,307.3,6.63,D
23.13729,95.77819,332.69,0.49,0.48,2023-02-12,06:20,N,low,2.0NRT,306.34,1.75,D
23.14927,95.8145,331.38,0.48,0.48,2023-02-12,06:20,N,low,2.0NRT,306.23,2.3,D
23.13985,95.76803,334.89,0.49,0.48,2023-02-12,06:20,N,low,2.0NRT,307.82,5.44,D
23.14337,95.71686,339.46,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,308.77,3.63,D
23.12095,95.60617,337.97,0.5,0.49,2023-02-12,06:20,N,nominal,2.0NRT,310.76,3.74,D
23.04788,95.24849,353.64,0.53,0.5,2023-02-12,06:20,N,nominal,2.0NRT,305.58,7.35,D
23.09753,95.4679,334.22,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,305.02,0.8,D
23.17629,95.78853,333.55,0.49,0.48,2023-02-12,06:20,N,low,2.0NRT,307.46,1.8,D
23.2065,95.89376,346.07,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,306.44,3.46,D
22.69454,93.42928,330.08,0.35,0.57,2023-02-12,06:20,N,nominal,2.0NRT,296.49,3.77,D
23.34581,96.58003,367,0.43,0.46,2023-02-12,06:20,N,high,2.0NRT,309.53,12.93,D
23.34663,96.58426,340.29,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,305.06,5.38,D
23.345,96.57584,331.07,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,304.37,12.93,D
22.70457,93.42555,367,0.35,0.57,2023-02-12,06:20,N,high,2.0NRT,297.99,6.67,D
22.71872,93.49133,333.73,0.34,0.56,2023-02-12,06:20,N,nominal,2.0NRT,295.78,3.27,D
23.26468,96.11903,330.21,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,304.94,2.65,D
23.12855,95.38773,333.74,0.51,0.5,2023-02-12,06:20,N,low,2.0NRT,307.64,4.37,D
23.25136,95.91261,332.06,0.48,0.48,2023-02-12,06:20,N,low,2.0NRT,305.24,3.3,D
23.29641,96.09691,330.24,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,304.91,2.52,D
24.20709,101.21352,331.55,0.4,0.37,2023-02-12,06:20,N,nominal,2.0NRT,297.89,1.97,D
23.25039,95.90931,331.5,0.48,0.48,2023-02-12,06:20,N,low,2.0NRT,303.2,3.87,D
23.29766,96.09784,331.09,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,304.34,1.68,D
23.31248,96.10426,336.17,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,306.8,4.2,D
23.76254,98.42846,333.21,0.51,0.41,2023-02-12,06:20,N,nominal,2.0NRT,300.06,4.63,D
23.97082,99.55185,346.23,0.45,0.39,2023-02-12,06:20,N,nominal,2.0NRT,298.62,12.16,D
23.96935,99.54338,337.98,0.45,0.39,2023-02-12,06:20,N,nominal,2.0NRT,296.93,6.71,D
23.18932,95.42796,336.51,0.51,0.49,2023-02-12,06:20,N,low,2.0NRT,307.48,4.94,D
22.46442,91.97726,338.1,0.43,0.62,2023-02-12,06:20,N,nominal,2.0NRT,296.9,3.38,D
23.38622,96.27257,341,0.45,0.47,2023-02-12,06:20,N,nominal,2.0NRT,304.08,5.31,D
23.2333,95.50542,344.64,0.5,0.49,2023-02-12,06:20,N,nominal,2.0NRT,308.12,8.11,D
23.99779,99.55985,335.05,0.45,0.39,2023-02-12,06:20,N,nominal,2.0NRT,298.41,3.39,D
23.99482,99.54273,325.07,0.45,0.39,2023-02-12,06:20,N,nominal,2.0NRT,295.43,1.94,D
23.96119,99.32809,333.31,0.46,0.39,2023-02-12,06:20,N,nominal,2.0NRT,302.05,4.64,D
23.40327,96.31414,344.96,0.45,0.47,2023-02-12,06:20,N,nominal,2.0NRT,302.91,5.57,D
23.29938,95.74212,355.16,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,310.84,17.49,D
23.30285,95.73637,340.8,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,305.74,5.1,D
23.43622,96.36963,341.39,0.44,0.46,2023-02-12,06:20,N,nominal,2.0NRT,303.87,17.9,D
23.44045,96.36864,347.03,0.44,0.46,2023-02-12,06:20,N,nominal,2.0NRT,306.23,17.9,D
23.30733,95.66575,332.45,0.49,0.49,2023-02-12,06:20,N,low,2.0NRT,303.07,3.07,D
23.30636,95.66087,335.05,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,305.77,3.07,D
23.26769,95.46632,336.43,0.51,0.49,2023-02-12,06:20,N,low,2.0NRT,310.43,4.07,D
23.37497,95.96295,331.38,0.47,0.48,2023-02-12,06:20,N,low,2.0NRT,302.8,3.77,D
23.30432,95.66297,337.6,0.49,0.49,2023-02-12,06:20,N,nominal,2.0NRT,305.69,6.8,D
23.3759,95.9685,337.13,0.47,0.48,2023-02-12,06:20,N,nominal,2.0NRT,301.97,4.34,D
23.37501,95.9641,331.13,0.47,0.48,2023-02-12,06:20,N,low,2.0NRT,302.59,4.58,D
23.83654,98.32433,343.16,0.51,0.41,2023-02-12,06:20,N,nominal,2.0NRT,300.04,11.28,D
23.47794,96.43234,342.59,0.44,0.46,2023-02-12,06:20,N,nominal,2.0NRT,303.27,7.25,D
23.32866,95.66857,332.95,0.49,0.49,2023-02-12,06:20,N,low,2.0NRT,303.71,3.61,D
23.32402,95.57748,345.88,0.5,0.49,2023-02-12,06:20,N,nominal,2.0NRT,307.29,7.93,D
23.43397,96.09988,347.94,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,305.54,19.75,D
23.55838,96.6415,329.41,0.43,0.46,2023-02-12,06:20,N,low,2.0NRT,300.48,2.93,D
23.41246,95.87872,333.5,0.47,0.48,2023-02-12,06:20,N,nominal,2.0NRT,302.96,2.52,D
23.42887,95.9382,330.91,0.47,0.48,2023-02-12,06:20,N,low,2.0NRT,302.17,4.29,D
23.69501,97.28748,328.21,0.39,0.44,2023-02-12,06:20,N,nominal,2.0NRT,295.32,1.93,D
23.39823,95.71552,334.26,0.49,0.48,2023-02-12,06:20,N,low,2.0NRT,307.73,3.64,D
23.58587,96.6267,335.82,0.43,0.46,2023-02-12,06:20,N,nominal,2.0NRT,301.84,5.39,D
23.44755,95.89474,341.78,0.47,0.48,2023-02-12,06:20,N,nominal,2.0NRT,303.32,4.76,D
23.41811,95.74599,342.51,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,307.08,3.26,D
23.49687,96.12269,344.96,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,307.09,22.24,D
23.45855,95.85798,336.48,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,302.93,2.86,D
23.51489,96.12318,331.83,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,306.79,3.97,D
23.45884,95.85947,344.01,0.47,0.48,2023-02-12,06:20,N,nominal,2.0NRT,303.39,4.48,D
23.51695,96.12394,336.97,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,308.55,3.45,D
23.52305,96.13194,329.77,0.46,0.47,2023-02-12,06:20,N,nominal,2.0NRT,303.41,2.35,D
23.45211,95.75896,337.17,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,305.75,6.36,D
23.45118,95.75439,341.11,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,306.6,5.13,D
23.54753,96.20943,367,0.45,0.47,2023-02-12,06:20,N,high,2.0NRT,303.47,21.73,D
24.13046,99.30451,334.67,0.46,0.39,2023-02-12,06:20,N,nominal,2.0NRT,303.63,5.61,D
22.41554,95.05858,339.32,0.56,0.51,2023-02-12,06:20,N,nominal,2.0NRT,308.48,6.43,D
23.02514,98.08029,330.35,0.54,0.42,2023-02-12,06:20,N,low,2.0NRT,302.46,3.24,D
22.62969,96.05086,343.91,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,311.96,4.89,D
22.606,95.934,342.3,0.49,0.48,2023-02-12,06:20,N,nominal,2.0NRT,308.89,10.29,D
22.53339,95.55582,340.95,0.52,0.5,2023-02-12,06:20,N,nominal,2.0NRT,306.21,5.41,D
22.53236,95.55083,332.08,0.52,0.5,2023-02-12,06:20,N,low,2.0NRT,306.78,5.41,D
23.03872,98.11011,338.43,0.54,0.42,2023-02-12,06:20,N,nominal,2.0NRT,306.61,8.85,D
23.03776,98.10495,337.89,0.54,0.42,2023-02-12,06:20,N,low,2.0NRT,309.98,7.46,D
22.21773,93.98655,337.14,0.33,0.55,2023-02-12,06:20,N,nominal,2.0NRT,303.39,1.4,D
22.23482,93.99241,367,0.33,0.55,2023-02-12,06:20,N,high,2.0NRT,306.37,7.4,D
22.24618,94.04534,351.8,0.32,0.55,2023-02-12,06:20,N,nominal,2.0NRT,305.4,4.54,D
22.57717,95.60801,330.71,0.51,0.49,2023-02-12,06:20,N,low,2.0NRT,303.34,12.68,D
22.58167,95.60696,349.13,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,309.98,12.68,D
22.51372,95.27355,337.86,0.54,0.51,2023-02-12,06:20,N,nominal,2.0NRT,309.51,4.62,D
22.98912,97.62801,331.84,0.57,0.43,2023-02-12,06:20,N,nominal,2.0NRT,300.47,4.6,D
23.01862,97.74194,337,0.56,0.43,2023-02-12,06:20,N,nominal,2.0NRT,308.42,6.62,D
22.61312,95.6461,335.48,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,305.45,1.22,D
22.27117,93.9649,332.33,0.33,0.55,2023-02-12,06:20,N,nominal,2.0NRT,302.23,1.49,D
22.28152,93.98886,328.25,0.33,0.55,2023-02-12,06:20,N,low,2.0NRT,301.89,2.04,D
22.5099,95.06453,354.36,0.55,0.51,2023-02-12,06:20,N,nominal,2.0NRT,309.78,9.87,D
22.62618,95.61729,337.06,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,304.57,3.32,D
22.63617,95.62012,340.17,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,304.61,6.83,D
22.72796,95.55942,343.32,0.51,0.49,2023-02-12,06:20,N,nominal,2.0NRT,308.54,5.29,D
22.72003,95.51973,340.07,0.51,0.5,2023-02-12,06:20,N,nominal,2.0NRT,306.92,1.96,D
23.85638,101.8427,345.47,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,308.94,5.92,D
23.85971,101.84219,351.74,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,313.74,12.82,D
23.85218,101.77254,334.03,0.39,0.36,2023-02-12,06:20,N,low,2.0NRT,308.52,2.2,D
22.83767,96.02084,351.55,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,308,5.5,D
22.69266,95.28767,338.26,0.53,0.5,2023-02-12,06:20,N,nominal,2.0NRT,305.71,3.26,D
23.88421,101.95485,329.91,0.39,0.36,2023-02-12,06:20,N,low,2.0NRT,301.34,2.46,D
22.7237,95.41917,333,0.52,0.5,2023-02-12,06:20,N,nominal,2.0NRT,307.61,3,D
23.85824,101.76767,340.57,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,310.15,3.14,D
22.84269,95.99971,341.43,0.48,0.48,2023-02-12,06:20,N,nominal,2.0NRT,305.93,3.16,D
22.69567,95.25463,336.37,0.54,0.5,2023-02-12,06:20,N,nominal,2.0NRT,308.76,5.35,D
23.87773,101.86988,342.77,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,306.93,3.41,D
23.86097,101.76335,355.4,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,313.08,8.9,D
23.86037,101.75954,342.27,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,312.44,9.46,D
23.88224,101.87682,331.07,0.39,0.36,2023-02-12,06:20,N,low,2.0NRT,303.48,2.58,D
23.88104,101.86919,333.54,0.39,0.36,2023-02-12,06:20,N,low,2.0NRT,306.1,3.41,D
23.88045,101.86539,345.4,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,308.23,7.96,D
23.8649,101.76659,338.86,0.39,0.36,2023-02-12,06:20,N,low,2.0NRT,311.26,8.9,D
23.8643,101.76282,350.64,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,313.86,8.9,D
23.8637,101.759,350.34,0.39,0.36,2023-02-12,06:20,N,nominal,2.0NRT,316.7,9.46,D
