latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
8.26736,99.31687,327.24,0.53,0.5,2023-02-12,06:16,N,nominal,2.0NRT,287.07,4.04,D
8.16393,99.42039,337.27,0.52,0.5,2023-02-12,06:16,N,nominal,2.0NRT,290.14,6.19,D
11.3331,99.55782,342.28,0.45,0.47,2023-02-12,06:16,N,nominal,2.0NRT,301.74,3.53,D
11.32878,99.55856,339.37,0.45,0.47,2023-02-12,06:16,N,nominal,2.0NRT,299.85,0.74,D
8.95196,99.38578,333.03,0.51,0.49,2023-02-12,06:16,N,nominal,2.0NRT,293.01,3.93,D
17.04644,99.35807,335.85,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,308.42,6.02,D
17.04455,99.34771,342.46,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,311.45,13.03,D
16.98477,98.97641,355.18,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.72,9.48,D
17.06106,99.37103,337,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,311.14,37.79,D
17.04106,99.19299,357.3,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,322.17,18.44,D
17.03712,99.17131,343.22,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.29,7.1,D
17.03647,99.16771,343.85,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,314.79,7.1,D
17.04507,99.19227,367,0.39,0.44,2023-02-12,06:18,N,high,2.0NRT,312.89,10.66,D
17.04114,99.17063,343.57,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,316.34,8.07,D
17.04049,99.16702,345.52,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,315.78,8.07,D
16.27621,95.20355,345.15,0.36,0.57,2023-02-12,06:18,N,nominal,2.0NRT,302.82,2.76,D
16.74747,97.5687,339.04,0.49,0.49,2023-02-12,06:18,N,nominal,2.0NRT,304.79,2.49,D
17.09427,99.41927,346.45,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,314.18,6.57,D
16.82536,97.95634,341.44,0.46,0.47,2023-02-12,06:18,N,nominal,2.0NRT,307.22,9.69,D
17.02063,98.9428,340.16,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.44,4.52,D
17.02868,98.94085,345.46,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.7,7.04,D
17.03759,98.94364,342.6,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.58,6.13,D
17.03692,98.93992,343.23,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.72,6.13,D
16.94776,98.44939,342.77,0.43,0.46,2023-02-12,06:18,N,low,2.0NRT,314.27,6.74,D
16.94704,98.44543,357.79,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,317.44,27.86,D
17.04165,98.94289,352.59,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.01,8.46,D
16.95123,98.44461,336.87,0.43,0.46,2023-02-12,06:18,N,low,2.0NRT,309.75,5.37,D
16.85117,97.90154,338.33,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,305.1,2.28,D
16.86148,97.90854,345.32,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,307.78,6.2,D
17.0492,98.91471,332.85,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,306.99,3.49,D
17.13466,99.325,342.49,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,310.35,5.17,D
17.10652,99.1659,337.29,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,310.22,6.32,D
17.14688,99.3711,339.82,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,312.2,3.54,D
17.14508,99.36089,340.36,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,310.82,4.36,D
17.07924,98.96532,339.01,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.05,2.71,D
17.12245,99.16238,340.71,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,312.43,3.83,D
17.11147,99.10012,338.55,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,312.43,3.84,D
17.11082,99.09648,342.9,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.22,3.71,D
17.11548,99.09933,338.75,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.68,3.84,D
17.33782,100.33863,346.49,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,309.39,11.8,D
17.33545,100.34071,334.78,0.5,0.41,2023-02-12,06:18,N,low,2.0NRT,307.7,4.54,D
17.12353,99.16171,345.36,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.05,3.78,D
17.11214,99.09964,349.91,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.09,7.85,D
17.11147,99.09597,342.03,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.08,4.11,D
17.33919,100.34013,337.99,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,305.46,4.54,D
17.33836,100.3354,341.4,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,309.19,4.54,D
17.14215,99.2183,342.21,0.38,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.88,3.82,D
17.08115,98.8857,343.62,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,308.15,4.55,D
16.95584,98.21329,335.14,0.45,0.47,2023-02-12,06:18,N,nominal,2.0NRT,299.38,4.55,D
16.88113,97.81922,332.38,0.47,0.48,2023-02-12,06:18,N,low,2.0NRT,306.02,2.23,D
17.14614,99.21761,340.09,0.38,0.44,2023-02-12,06:18,N,low,2.0NRT,312.51,3.82,D
17.13484,99.15566,349.02,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.22,7.45,D
17.13419,99.15205,338.09,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,312.3,3.42,D
17.10152,98.97358,346.31,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.34,4.98,D
17.35038,100.33812,336.96,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,305.38,11.3,D
17.14353,99.13512,343.54,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.33,3.44,D
17.36233,100.34051,344.52,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,308.7,6.99,D
17.36605,100.33979,335.63,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,307.93,4.49,D
17.35292,100.26463,345.45,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,313.07,12.96,D
17.0306,98.44994,344.38,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,311.46,8.88,D
17.0166,98.37429,340.97,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,304.11,3.5,D
17.00757,98.30199,342.52,0.44,0.46,2023-02-12,06:18,N,nominal,2.0NRT,306.08,8.94,D
17.03155,98.40803,332.63,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,306.47,2.6,D
17.1781,99.1661,339.46,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,312.31,3.96,D
17.21161,99.33017,333.91,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,307.54,7.42,D
17.19056,99.21252,343.99,0.38,0.44,2023-02-12,06:18,N,low,2.0NRT,314.69,8.06,D
17.18991,99.20892,339.59,0.38,0.44,2023-02-12,06:18,N,low,2.0NRT,313.8,6.78,D
17.1821,99.16536,345.17,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.63,5.29,D
17.18079,99.15807,343.4,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.03,4.56,D
17.18013,99.1544,340.32,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,313.48,4.56,D
17.15976,99.04115,343.66,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.35,3.26,D
17.21367,99.31882,332.49,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,306.64,4.62,D
17.18739,99.17183,338.93,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,310.1,3.17,D
17.18674,99.1682,337.03,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,311.89,3.17,D
17.17956,99.12815,344.13,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.52,4.65,D
17.16315,99.0368,333.45,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,306.68,3.26,D
17.19852,99.21095,338.98,0.38,0.44,2023-02-12,06:18,N,low,2.0NRT,311.79,3.82,D
17.19074,99.16744,346.01,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.12,6.46,D
17.27832,99.63783,336.31,0.54,0.42,2023-02-12,06:18,N,low,2.0NRT,308.88,2.86,D
17.22656,99.32235,336.92,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,310.6,7.44,D
17.2323,99.33161,340.09,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,309.39,6.62,D
17.2363,99.33114,350.13,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,311.92,8.51,D
17.18009,99.01503,337.4,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,307.55,3.74,D
17.17949,99.01167,341.24,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,307.68,3.74,D
17.55589,101.16607,337.92,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,308.86,2.63,D
17.42396,100.38629,336.92,0.49,0.41,2023-02-12,06:18,N,nominal,2.0NRT,306.77,8.4,D
17.42244,100.37742,331.6,0.49,0.41,2023-02-12,06:18,N,low,2.0NRT,304.2,2.63,D
17.2403,99.33066,340.1,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,308,8.51,D
17.18414,99.01434,348.5,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,308.33,3.74,D
17.56728,101.21232,346.68,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,306.2,13.46,D
17.2506,99.36586,337.22,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,307.74,4.17,D
17.18819,99.01367,342.33,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,307.1,4.59,D
17.57082,101.21158,346.72,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,307.27,13.46,D
17.22192,99.18024,345.17,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.66,4.74,D
17.22127,99.17658,345.16,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.77,4.74,D
17.13296,98.65751,334.77,0.42,0.45,2023-02-12,06:18,N,nominal,2.0NRT,304.19,2.07,D
17.21001,99.04268,332.57,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,306.39,2.23,D
17.09238,98.38379,336.57,0.43,0.46,2023-02-12,06:18,N,low,2.0NRT,307.67,5.09,D
17.09659,98.38302,343.03,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,306.91,5.09,D
17.59679,101.25768,341.68,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,309.1,5.17,D
17.59611,101.25358,333.27,0.45,0.39,2023-02-12,06:18,N,low,2.0NRT,306.83,5.17,D
17.25283,99.23895,333.99,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,308.1,2.1,D
17.60103,101.26127,335.43,0.45,0.39,2023-02-12,06:18,N,low,2.0NRT,308.57,11.77,D
17.60036,101.25718,341.11,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,307.52,5.17,D
17.59896,101.25801,350.64,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,310.64,12.21,D
17.59827,101.25394,340.28,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,307.11,12.21,D
17.25274,99.29897,334.83,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,307.22,4.76,D
17.20975,99.04223,334.48,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,306.61,1.88,D
17.09166,98.38412,337.67,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,307.39,5.27,D
17.25361,99.23638,336.07,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,309.56,10.02,D
17.09588,98.38342,346.97,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,307.21,10.66,D
17.61398,101.26029,330.78,0.45,0.39,2023-02-12,06:18,N,low,2.0NRT,305.19,3.22,D
17.61331,101.25632,340.07,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,305.37,6.74,D
17.63792,101.29388,338.17,0.45,0.39,2023-02-12,06:18,N,low,2.0NRT,308.88,63.73,D
17.27602,99.22392,344.15,0.38,0.43,2023-02-12,06:18,N,nominal,2.0NRT,307.73,5.15,D
17.62806,101.21386,334.62,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,306.92,0.98,D
17.18609,98.70737,345.21,0.41,0.45,2023-02-12,06:18,N,nominal,2.0NRT,308.1,7.4,D
17.246,99.01257,345.51,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.04,7.83,D
17.24877,99.00484,367,0.39,0.44,2023-02-12,06:18,N,high,2.0NRT,316.37,20.94,D
17.48018,100.28582,340.91,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,313.47,15.48,D
17.25288,99.00455,347,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.23,5.54,D
16.66722,95.91451,339.67,0.63,0.54,2023-02-12,06:18,N,nominal,2.0NRT,302.07,8.25,D
17.48472,100.28979,336.6,0.5,0.41,2023-02-12,06:18,N,low,2.0NRT,311.05,6.51,D
17.48392,100.28516,356.28,0.5,0.41,2023-02-12,06:18,N,nominal,2.0NRT,318.37,15.48,D
17.25699,99.0042,339.95,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,310.47,5.54,D
17.26357,99.01755,341.47,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.14,4.85,D
17.26174,99.00744,343.1,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.55,8.35,D
17.26037,98.99981,347.93,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,315.6,22.14,D
17.26443,98.99922,367,0.39,0.44,2023-02-12,06:18,N,high,2.0NRT,315.28,22.14,D
17.26704,99.01369,343.65,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,307.73,6.95,D
17.26582,99.00693,339.33,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,309.8,8.35,D
17.66417,101.27642,344.1,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,311.34,19.59,D
17.26924,99.00277,335.69,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.26,6.56,D
17.26849,98.99863,353.71,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.05,4.48,D
17.27256,98.99806,337.34,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,309.27,4.48,D
17.23411,98.76132,336.89,0.41,0.45,2023-02-12,06:18,N,nominal,2.0NRT,308.6,3.47,D
17.51914,100.35572,340.19,0.49,0.41,2023-02-12,06:18,N,nominal,2.0NRT,309.02,7.4,D
17.31225,99.17354,342.96,0.38,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.15,7.77,D
16.5041,99.29386,333.92,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,308.01,5,D
16.51685,99.27267,351.95,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.67,5.07,D
16.52088,99.27195,347.68,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,305.57,5.07,D
16.42475,98.72103,344.07,0.42,0.45,2023-02-12,06:18,N,nominal,2.0NRT,305.96,7.23,D
16.42892,98.72031,347.37,0.42,0.45,2023-02-12,06:18,N,nominal,2.0NRT,307.38,7.23,D
16.4156,98.64766,334.71,0.43,0.46,2023-02-12,06:18,N,low,2.0NRT,308.15,5.85,D
16.98334,101.87638,332.36,0.43,0.38,2023-02-12,06:18,N,low,2.0NRT,303.9,2.28,D
16.42401,98.64635,333.46,0.43,0.46,2023-02-12,06:18,N,low,2.0NRT,305.8,4.39,D
16.99384,101.76618,335.33,0.43,0.38,2023-02-12,06:18,N,nominal,2.0NRT,304.6,4.99,D
16.45527,98.6517,352.5,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,310.68,32.97,D
16.47062,98.64095,349.35,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,306.17,8.69,D
16.3768,97.99929,336.91,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,304.82,2.72,D
16.72606,99.92988,335.45,0.53,0.42,2023-02-12,06:18,N,nominal,2.0NRT,305.44,9.04,D
16.65152,99.59927,337.47,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,311.16,5.85,D
16.72265,99.92755,338.66,0.53,0.42,2023-02-12,06:18,N,nominal,2.0NRT,307.42,1.89,D
16.72649,99.92683,337.76,0.53,0.42,2023-02-12,06:18,N,nominal,2.0NRT,305.03,5.38,D
16.86955,100.71792,338.35,0.48,0.4,2023-02-12,06:18,N,nominal,2.0NRT,303.97,4.42,D
16.37663,98.00018,331.84,0.47,0.48,2023-02-12,06:18,N,low,2.0NRT,304.65,2.07,D
16.87331,100.71773,346.22,0.48,0.4,2023-02-12,06:18,N,nominal,2.0NRT,303.84,5.66,D
16.52341,98.66879,340.98,0.42,0.46,2023-02-12,06:18,N,nominal,2.0NRT,307.71,7.91,D
16.638,99.27499,343.63,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.2,2.97,D
16.52759,98.66803,344.61,0.42,0.46,2023-02-12,06:18,N,nominal,2.0NRT,311.87,7.91,D
16.52125,98.58633,335.96,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,304.01,3.54,D
16.32545,97.53515,335.27,0.5,0.49,2023-02-12,06:18,N,nominal,2.0NRT,304.9,6.86,D
16.32455,97.53042,342.55,0.5,0.49,2023-02-12,06:18,N,nominal,2.0NRT,305.52,6.86,D
16.32905,97.5295,336.95,0.5,0.49,2023-02-12,06:18,N,nominal,2.0NRT,304.71,7.8,D
16.69484,99.4776,337.95,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,311.31,3.94,D
16.40518,97.76328,341,0.49,0.48,2023-02-12,06:18,N,nominal,2.0NRT,304.61,5.94,D
16.45666,97.99311,349.1,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,308.78,7.67,D
16.46102,97.99226,367,0.47,0.48,2023-02-12,06:18,N,high,2.0NRT,309.84,15.61,D
16.71241,99.39172,336.65,0.57,0.43,2023-02-12,06:18,N,nominal,2.0NRT,308.79,4.69,D
16.46022,97.98788,342.73,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,309.42,7.18,D
16.42886,97.77389,341.05,0.48,0.48,2023-02-12,06:18,N,nominal,2.0NRT,311.89,3.62,D
16.73484,99.39056,336.13,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,310.09,6.07,D
16.43329,97.77301,333.26,0.48,0.48,2023-02-12,06:18,N,low,2.0NRT,307.12,3.62,D
16.74867,99.39892,332.99,0.57,0.43,2023-02-12,06:18,N,low,2.0NRT,307.02,1.75,D
16.73169,99.30514,345.03,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.61,3.8,D
16.73104,99.30159,337.14,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,310.7,3.8,D
16.73041,99.29807,343,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.66,3.32,D
16.44311,97.7523,345.48,0.49,0.48,2023-02-12,06:18,N,nominal,2.0NRT,307.56,7.32,D
16.73374,99.29368,345.07,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,308.85,3.32,D
16.49542,98.00454,339.9,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,307.1,2.42,D
16.73837,99.29646,334.29,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,308.45,2.92,D
16.74236,99.29566,348.63,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.88,2.92,D
16.747,99.29852,339.57,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,308.63,2.63,D
16.02085,95.49316,348.49,0.35,0.56,2023-02-12,06:18,N,nominal,2.0NRT,310.46,4.69,D
16.8017,99.55782,343.02,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,312.84,4.98,D
16.75834,99.29269,367,0.39,0.44,2023-02-12,06:18,N,high,2.0NRT,315.15,16.21,D
16.80653,99.56213,335.1,0.56,0.43,2023-02-12,06:18,N,low,2.0NRT,309.33,9.58,D
16.80563,99.55709,336.3,0.56,0.43,2023-02-12,06:18,N,low,2.0NRT,310.34,4.98,D
16.61233,98.48944,347.44,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,308.49,8.37,D
16.60802,98.466,345.63,0.44,0.46,2023-02-12,06:18,N,nominal,2.0NRT,306.74,15.91,D
16.76106,99.28483,367,0.39,0.44,2023-02-12,06:18,N,high,2.0NRT,312.59,11.34,D
17.08702,101.15558,331.95,0.46,0.39,2023-02-12,06:18,N,nominal,2.0NRT,304.49,3.19,D
16.76172,99.28851,338.4,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.26,5.97,D
16.6172,98.49222,344.36,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,307.27,7.99,D
16.61651,98.48851,347.04,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,306.9,7.99,D
16.61584,98.48486,333.09,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,305.76,3.18,D
16.76838,99.27957,340.09,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,311.55,4.4,D
16.76707,99.27224,357.04,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.59,6.83,D
16.63577,98.54608,333.55,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,307.81,23.58,D
16.63503,98.54207,352.47,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,315.59,23.58,D
16.49959,97.75985,341.92,0.48,0.48,2023-02-12,06:18,N,nominal,2.0NRT,304.67,9.04,D
16.49875,97.75533,340.07,0.48,0.48,2023-02-12,06:18,N,nominal,2.0NRT,306.31,9.04,D
16.49726,97.72271,346.59,0.49,0.48,2023-02-12,06:18,N,nominal,2.0NRT,308.27,5.67,D
16.08393,95.54025,338.41,0.34,0.56,2023-02-12,06:18,N,low,2.0NRT,310.4,3.62,D
16.77803,99.21762,345.01,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.87,6.47,D
17.0969,101.03848,341.3,0.46,0.39,2023-02-12,06:18,N,nominal,2.0NRT,308.07,20.18,D
16.7612,99.09966,338.33,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,311.37,3.74,D
16.6479,98.46941,337.85,0.43,0.46,2023-02-12,06:18,N,nominal,2.0NRT,305.44,5.4,D
16.64577,98.45769,342.69,0.44,0.46,2023-02-12,06:18,N,nominal,2.0NRT,305.89,8.35,D
16.56067,97.99162,335.19,0.47,0.48,2023-02-12,06:18,N,low,2.0NRT,309.01,2.58,D
16.76524,99.09893,336.39,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,308.82,3.74,D
16.7646,99.09529,339,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.31,3.59,D
16.76865,99.0946,350.09,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.37,7.47,D
16.54046,97.80771,348.98,0.48,0.48,2023-02-12,06:18,N,nominal,2.0NRT,308.85,7.66,D
16.0996,95.48337,344.86,0.35,0.56,2023-02-12,06:18,N,nominal,2.0NRT,308.59,3.3,D
16.84384,99.47407,342.82,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,312.69,9.26,D
16.80899,99.27566,353.82,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.63,8.6,D
16.80519,99.25409,349.25,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,312.37,5.24,D
16.78061,99.11491,338.19,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.17,5.19,D
16.77996,99.11127,343.93,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.42,5.19,D
16.56524,97.91799,339.26,0.47,0.48,2023-02-12,06:18,N,nominal,2.0NRT,307.55,4.07,D
16.59309,98.02123,342.01,0.46,0.47,2023-02-12,06:18,N,nominal,2.0NRT,308.34,4.38,D
16.81717,99.25171,349.58,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.75,9.67,D
16.794,99.11991,338.94,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,308.94,3.32,D
16.87095,99.51292,346.88,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,311.44,17.13,D
16.86303,99.5223,332.7,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,307.6,3.21,D
16.81445,99.25538,335.98,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,309.93,3.65,D
16.86508,99.51115,333.82,0.56,0.43,2023-02-12,06:18,N,low,2.0NRT,308.15,3.27,D
16.81843,99.25452,342.28,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.35,3.65,D
16.81776,99.25089,352.58,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.53,7.31,D
16.79372,99.11947,341.07,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,308.73,2.48,D
16.86902,99.51047,340.38,0.56,0.43,2023-02-12,06:18,N,low,2.0NRT,311.15,10.04,D
16.79709,99.1151,340.53,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.28,2.88,D
16.79177,99.08603,335.6,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,310.23,3.51,D
16.59349,98.02191,333.73,0.46,0.47,2023-02-12,06:18,N,low,2.0NRT,308.68,3.08,D
17.30331,101.99545,340.69,0.42,0.38,2023-02-12,06:18,N,nominal,2.0NRT,306.62,3.97,D
17.28881,101.90807,332.21,0.43,0.38,2023-02-12,06:18,N,low,2.0NRT,306.35,2.75,D
17.20431,101.40419,344,0.45,0.39,2023-02-12,06:18,N,nominal,2.0NRT,302.18,11.76,D
16.87296,99.50971,347.99,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,313.6,10.04,D
16.79979,99.10703,340.35,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,311.53,5.49,D
16.79912,99.10336,343.15,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.01,5.91,D
16.79579,99.08514,343.89,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,311.14,3.51,D
16.1003,95.48481,344.64,0.35,0.56,2023-02-12,06:18,N,nominal,2.0NRT,309.68,2.99,D
16.87686,99.50885,345.57,0.56,0.43,2023-02-12,06:18,N,nominal,2.0NRT,311.17,20.44,D
16.79916,99.08068,338.4,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,310.07,2.8,D
17.12371,100.88849,338.04,0.47,0.4,2023-02-12,06:18,N,nominal,2.0NRT,306.82,5.57,D
16.89865,99.60747,347.46,0.55,0.43,2023-02-12,06:18,N,nominal,2.0NRT,309.98,9.02,D
16.82386,99.19335,335.54,0.39,0.44,2023-02-12,06:18,N,low,2.0NRT,310.05,3.26,D
16.81985,99.17129,350.15,0.39,0.44,2023-02-12,06:18,N,nominal,2.0NRT,313.54,14.17,D
16.80452,99.08714,339.18,0.4,0.44,2023-02-12,06:18,N,nominal,2.0NRT,310.13,3.67,D
16.80386,99.08352,339.07,0.4,0.44,2023-02-12,06:18,N,low,2.0NRT,309.44,3.67,D
18.12647,101.46709,342.78,0.43,0.38,2023-02-12,06:18,N,nominal,2.0NRT,310.48,3.44,D
